STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1894,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1895,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1896,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1897,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1898,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1899,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1900,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1901,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1902,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1903,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1904,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1905,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1906,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1907,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1908,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1909,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1910,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1911,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1912,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1913,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1914,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1915,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1916,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1917,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1918,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1919,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1920,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1921,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1922,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1923,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1924,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1925,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1926,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1927,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1928,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1929,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1930,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1931,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1932,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1933,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1934,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1935,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1936,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1937,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1938,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1939,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1940,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1941,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1942,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1943,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1944,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1945,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1946,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1947,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1948,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1949,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1950,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1951,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1952,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1953,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1954,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1955,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1956,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1957,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1958,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1959,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1960,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1961,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1962,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1963,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1964,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1965,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1966,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1967,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1968,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1969,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1970,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1971,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1972,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1973,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1974,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1975,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1976,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1977,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1978,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1979,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1980,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1981,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1982,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1983,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1984,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1985,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1986,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1987,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1988,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1989,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1990,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1991,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1992,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1993,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1994,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1995,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1996,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1997,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1998,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,1999,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2000,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2001,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2002,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2003,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2004,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2005,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2006,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2007,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2008,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2009,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2010,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2011,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2012,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2013,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2014,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2015,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2016,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2017,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2018,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2019,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2020,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2021,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2022,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,METEO_MONITOR_NET,Meteorological monitoring network,PN,Pitcairn,2023,,0,,,,N,units,,,,,N,National,,
